id	label	relation	in	label_relation	label_in
wd:Q34060124	Gustave-Euphranor Marin-Darbel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34657887	Camille Rivain	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34777800	Xavier Bonnault d'Houet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34780512	Félix Martel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34786278	Armand d'Herbomez	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34786477	Léon Pajot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34795650	Émile Coüard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34796613	Auguste Giraudin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34796963	Jean Kaulek	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34797236	Henri Loriquet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34797859	Raymond Teulet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q34816135	Léon Le Grand	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35023956	Maurice Jusselin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35026461	Raymond Houdayer	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35108455	Charles Valois	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35118120	Pierre-François Fournier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35127600	Eugène Berger	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q35229518	Étienne Delcambre	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36205302	Michel Denieul	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36210511	Mireille Lombard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36216976	Jacques Yvon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36322618	Pierre Duparc	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36369571	Françoise Bibolet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36369926	Léonce Bouyssou	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36370209	Josette Metman	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36386000	Marcel Thomas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36390157	François Villard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36459081	Paul Bouteiller	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36459701	Marie-Thérèse Chabord	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36460721	Léon de Groër	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36462694	Jean-Jacques Letrait	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36476968	Georgette de Groër	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36481218	Françoise Le Monnier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36483293	Henri Hemmer	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q36484267	Monique Langlois	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q38240393	Sylvio De Franceschi	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41710173	Claire Giordanengo	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41961995	Solenne Lepage	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41969348	Claudine Renou-Fages	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41986048	Catherine Laurent	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41986619	Armelle Daumas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41987084	Nicolas Roche	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41987589	Alexis Rinckenbach	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41987983	Sylvain Riquier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41988426	Philippe Barbat	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q41988861	Anastasia Iline	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42014684	François Cousin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42315456	Olivier de Solan	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42663317	Léon Schneider	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42663431	René de Vaulchier du Deschaulx	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42663534	Antoine Laget	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q42663669	Alfred Barbeu du Rocher	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q922350	Henri-Jean Martin	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q1245518	Paul Meyer	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q1338383	Emmanuel Poulle	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2156245	Robert-Henri Bautier	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2408040	Jules Quicherat	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2497623	Michel Pastoureau	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2850174	Anita Guerreau-Jalabert	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2865116	Arthur Giry	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2871321	Auguste Molinier	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2897484	Bernard Barbiche	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2926731	Bruno Delmas	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2926789	Bruno Galland	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2959858	Charles Mortet	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q2965963	Christine Nougaret	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3121174	Gustave Dupont-Ferrier	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3263525	Louis de Mas Latrie	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3301297	Maurice Prou	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3351082	Olivier Guyotjeannin	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3351290	Olivier Poncet	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3367657	Pascale Bourgain	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3386153	Pierre Marot	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3439046	Roger Grand	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q3571703	Yann Sordet	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q19606616	Françoise Banat-Berger	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q28548090	Christophe Gauthier	wdt:P108	wd:Q273570	Employeur	Ecole Nationale des Chartes
wd:Q310791	Jules Michelet	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q2861197	Ariane James-Sarazin	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q3269422	Léon de Laborde	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q16862516	Jules Viard	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q23607567	Jacques Pierre Coru-Sarthe	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q28845992	Henri Courteault	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q34657887	Camille Rivain	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q35821492	Gabrielle Vilar	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q36484267	Monique Langlois	wdt:P108	wd:Q182542	Employeur	Archives Nationales
wd:Q240788	Edme François Jomard	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q545045	Jacques-Joseph Champollion	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q673718	Rémi Mathis	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q860169	Charles Athanase Walckenaer	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q979783	Charles Thévenin	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q2206419	Louis Courajod	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q2377429	Maxime Préaud	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q2827011	Agnès Saal	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q2861197	Ariane James-Sarazin	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q3060050	Eugène Morel	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q3170204	Jean-Yves Sarazin	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q3380639	Philippe Roberts-Jones	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q4156450	Robert Devreesse	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q15710805	Sylviane Tarsot-Gillery	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q15973860	Amédée de Bourmont	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q16862516	Jules Viard	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q20011871	Joseph Couraye du Parc	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q25931580	Charles Astruc	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q28849174	Camille Couderc	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q28945134	Paulette Pétras	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q35852527	Florian Forestier	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q36487021	France Pascal	wdt:P108	wd:Q193563	Employeur	BNF
wd:Q19606616	Françoise Banat-Berger	wdt:P108	wd:Q2860432	Employeur	Archives de Paris
wd:Q3579857	Édouard Frère	wdt:P39	wd:Q635734	Fonction	Archiviste
wd:Q28166085	Nicole Felkay	wdt:P39	wd:Q635734	Fonction	Archiviste
wd:Q28822713	Paul Le Cacheux	wdt:P39	wd:Q635734	Fonction	Archiviste
wd:Q1495297	Jules Guiffrey	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1559057	Gérard de Montaigu der Ältere	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1684704	Jean-Bernard Mary-Lafon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1684718	Jean-Charles Roman d'Amat	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1872129	Louise-Noëlle Malclès	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1873427	Lucien Sittler	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1874143	Louis Spach	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1960293	Émile Campardon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2156245	Robert-Henri Bautier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2399285	Georges de Manteyer	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2606667	Charles-Victor Langlois	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2829780	Alain Erlande-Brandenburg	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2830756	Alban Cerisier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2831331	Albert Lecoy de La Marche	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2834077	Alexandre Teulet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2847061	André-Joseph-Ghislain Le Glay	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2847277	André Berthier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2848060	André Lacroix	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2865116	Arthur Giry	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2897426	Bernard Alart	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2899549	Bertrand Gille	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2920822	Pierre-François Hugues d'Hancarville	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2926731	Bruno Delmas	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2926789	Bruno Galland	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2935046	Camille Ragut	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2960047	Charles Portal	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2960185	Charles Samaran	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2960683	Charles de Robillard de Beaurepaire	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q2965963	Christine Nougaret	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3010095	Célestin Port	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3047719	Edmond-René Labande	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3050950	Elie Brun-Lavainne	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3057005	Ernest Hildesheimer	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3057041	Ernest Laurain	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3069065	Fernand Bournon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3085002	François de Vaux de Foletier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3086514	Françoise Hildesheimer	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3093918	Gabriel Pérouse	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3102826	Georges Guigue	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3103225	Georges Monval	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3104102	Germain Demay	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3121183	Gustave Fagniez	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3121251	Gustave Macon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3124207	Gérard Naud	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3130376	Henri-François Buffet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3130381	Henri-François Delaborde	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3130487	Henri Affre	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3130727	Henri Bourde de La Rogerie	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3131814	Henri Polge	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3132091	Henri Tribout de Morembert	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3132261	Henri de Flamare	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3142496	Hugues-Jean de Dianous	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3154997	Isabelle Neuschwander	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3165571	Jean-François Delmas	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3166566	Jean-Julien Barbé	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3170182	Jean-Yves Mariotte	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3170216	Jean-Yves de Saint-Prest	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3170452	Jean Augustin Sénemaud	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3184611	Joseph Billioud	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3184612	Joseph Bisson	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3188544	Jules Doinel	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3260482	Louis-François-Xavier Rédet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3260563	Louis-Gilles Pairault	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3261751	Louis Douët d'Arcq	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3261868	Louis Farges	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3265273	Lucie Favier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3270624	Léon-Honoré Labande	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3271194	Léon Maître	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3271205	Léon Mirot	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3271595	Léonce Lex	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3288649	Marcel Baudot	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3291511	Marie-Anne Chabin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3291552	Marie-Armand d’Avezac de Castera-Macaya	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3291723	Marie-Claude Guigue	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3301297	Maurice Prou	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3302766	Maximilien Quantin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3308875	Michel Antoine	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3309525	Michel Duchein	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3309634	Michel Fleury	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3340860	Nicolas Viton de Saint-Allais	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3341054	Nicole Gotteri	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3345898	Noël Valois	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3370861	Paul Chevreux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3371604	Paul Lacombe	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3371955	Paul Parfouru	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3371992	Paul Peyron	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3384295	Pierre Caron	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3384881	Pierre Durye	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3387719	Pierre de Vaissière	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3419136	Raoul Busquet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3420767	Raymond Collier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3421078	Raymond Oursel	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3435854	Robert Marichal	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3439046	Roger Grand	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3455802	Régis de Saint-Jouan	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3490415	Sonia Combe	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3524504	Thierry Sarmant	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3526455	Théodore Leuridan	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3564361	Véronique Roy	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q3573913	Yves Pérotin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q127275	Auguste Longnon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q137599	Marianne Mulon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q178991	Pierre-Claude-François Daunou	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q199985	Arthur de La Borderie	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q279425	Natalis de Wailly	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q286485	Léon Gautier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q289303	Étienne Arago	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q310791	Jules Michelet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q318468	Abel Lefranc	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q378684	Eugène Goyheneche	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q450310	Jean-Louis Tauran	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q549841	Jean Favier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q587038	Antoine Thomas	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1114324	Paul Guillaume	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1187395	Denis Godefroy	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1216036	Paul Viollet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1338383	Emmanuel Poulle	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1386130	Marguerite Verdat	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1441778	Francis Wey	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1456238	Gustave Servois	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q648584	Eugène Tisserant	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q677472	Armand-Gaston Camus	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q743493	Siméon Luce	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q745858	Henri Langlois	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q867952	Henri Stein	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q947276	Charles Nuitter	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q978749	Henri d'Arbois de Jubainville	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q1063803	Charles Braibant	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q21733379	Melchior de Polignac	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q22134539	Auguste Matton	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q24276091	Roland Delachenal	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q25932222	Eugène Déprez	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q26178941	Auguste Le Sourd	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q26213085	Arthur de Boislisle	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15407315	Jean-François Le Nail	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15407386	Eugène Hubert	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15449654	Bruno Durand	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15727649	Amable Regnault	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15763448	Louis-Philippe May	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15969998	Germain Lefèvre-Pontalis	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q15973461	Alexandre Tuetey	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q16222825	Émile Dermenghem	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q16260396	René de La Coste-Messelière	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q16267257	Élisabeth Gautier-Desvaux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q16862516	Jules Viard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q17629021	Georges Tholin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q17977174	Pierre Thomas-Lacroix	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18011794	Henri Beaudouin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18115456	François-César Louandre	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18115478	Lucien Merlet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18510341	Asrail Gourevitch	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18578072	Louis Blancard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18600895	Louis Schneegans	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q18744954	Ernest Roschach	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q19266265	Maurice Oudot de Dainville	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q19606616	Françoise Banat-Berger	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q19956440	Alfred Leroux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q20789764	Lucien Lambeau	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q21043236	Sarah Toulouse	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q27535600	Suzanne d'Huart	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q27788724	Marcelle Campana	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q27914575	Léon Maupillé	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28038995	Émile Jolibois	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28476099	Yann Potin	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28563882	Amable de Sablon du Corail	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28587084	André Lesort	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28654089	Marius Barroux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28723376	Alice Garrigoux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28728353	François Burckard	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28729053	Jean Burias	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28822713	Paul Le Cacheux	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q28916714	Nicolas Buat	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q32860453	Max Bruchet	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q33695383	Pierre Boyer	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q33700091	Bernard Savouret	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q33823809	Rémi Mathieu	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q33878194	Eugène Chatel	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q33879393	Henri Duplès-Agier	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34007588	Dominique-Claude Boisserand	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34011476	Alfred Schweighaeuser	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34013771	Étienne Héron de Villefosse	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34024663	Sainte-Marie Mévil	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34029797	André Salmon	wdt:P106	wd:Q635734	Occupation	Archiviste
wd:Q34032365	Charles Alleaume de Cugnon	wdt:P106	wd:Q635734	Occupation	Archiviste
