id	label	relation	in	label_relation	label_in
wd:Q3484628	Simone de Saint-Exupéry	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3507265	Sylvie Aubenas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3524209	Thierry Delcourt	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3524504	Thierry Sarmant	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3527352	Thérèse Kleindienst	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3557464	Victor Mortet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3570642	Xavier Dectot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3571703	Yann Sordet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3573413	Yves-Marie Bercé	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3573504	Yves Bottineau	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3573913	Yves Pérotin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3574188	Yvonne Deslandres	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3579189	Édith Thomas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3579729	Édouard Baratier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588284	Émile-Guillaume Léonard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588522	Émile Gabory	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588648	Émile Maruéjouls	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588656	Émile Maupas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588664	Émile Molinier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3588710	Émile Raunié	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3592368	Étienne Taillemite	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3592377	Étienne Trocmé	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q5605111	Paul Cauwès	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q5617172	Rodolphe Dareste de La Chavanne	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q6453661	Kéda Black	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q6548057	Lilli Gjerløw	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q7125916	Henry Lemonnier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8299181	Adrien Planchenault	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8304585	Jules Lair	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8313632	Édouard Philipon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8320043	Émile Dacier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8327414	Robert Avezou	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8328866	Eugène Rendu	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q8340353	Georges Weill	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q11906129	Vladimír Klecanda	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q11983324	Lars Otto Grundt	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q12735144	Matei Cazacu	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q14637478	Jean Porcher	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15076223	Pierre Courcelle	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15406978	Léonce Celier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15407315	Jean-François Le Nail	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15407386	Eugène Hubert	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15407466	Henri Waquet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15407867	Barthélemy-Amédée Pocquet du Haut-Jussé	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15449654	Bruno Durand	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3093918	Gabriel Pérouse	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3100588	Geneviève Aclocque	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3100605	Geneviève Bresc-Bautier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3102349	Georges Bourgin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3102826	Georges Guigue	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3103331	Georges Philippon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3105811	Gilbert Ouy	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3106601	Gilles Éboli	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3119691	Guillaume Bodinier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3121174	Gustave Dupont-Ferrier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3121183	Gustave Fagniez	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3121538	Guy Beaujouan	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3124207	Gérard Naud	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3130376	Henri-François Buffet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3130381	Henri-François Delaborde	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3130713	Henri Bouchot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3130727	Henri Bourde de La Rogerie	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3131532	Henri Léonard Bordier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3131723	Henri Omont	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3131814	Henri Polge	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3131998	Henri Sculfort	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3132135	Henri Vendel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3132261	Henri de Flamare	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3132284	Henri de L'Épinois	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3132567	Henry d'Allemagne	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3142044	Hubert Landais	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3142496	Hugues-Jean de Dianous	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3153988	Inès Villela-Petit	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3154997	Isabelle Neuschwander	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3156083	Ivan Cloulas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3157801	Jacqueline Sanson	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3158250	Jacques Berlioz	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3159084	Jacques Haumont	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3160079	Jacques Thirion	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3162060	Jannic Durand	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3163743	Jean-Auguste Brutails	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3165265	Jean-Claude Waquet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3165571	Jean-François Delmas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3165737	Jean-François Lemarignier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3167429	Jean-Marc Léri	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3168067	Jean-Michel Leniaud	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3168950	Jean-Pierre Babelon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3170182	Jean-Yves Mariotte	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3170204	Jean-Yves Sarazin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3170286	Jean Adhémar	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3170409	Jean Argeliès	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3170484	Jean Babelon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3171454	Jean Coural	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3172319	Jean Glénisson	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3172563	Jean Hubert	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3173244	Jean Longnon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3173334	Jean Mallon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3173427	Jean Martin-Demézil	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3174316	Jean Richard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3174936	Jean Vallery-Radot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3175018	Jean Vezin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3175110	Jean Wirth	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3175632	Jean de Pange	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3175983	Jeanne Bignami-Odier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3176091	Jeanne Laurent	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3184611	Joseph Billioud	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3185020	Joseph Girard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3185289	Joseph Macquart de Terline	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3185514	Joseph Poux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3188522	Jules Delahaye	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3188544	Jules Doinel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3188771	Jules Mathorez	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3188917	Jules Soury	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3189000	Jules de Pétigny	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3189524	Julien Havet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3218744	Laure Beaumont-Maillet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3219010	Laurent Avezou	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3260482	Louis-François-Xavier Rédet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3260563	Louis-Gilles Pairault	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3261425	Louis Carolus-Barré	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3261716	Louis Desgraves	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3261751	Louis Douët d'Arcq	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3261827	Louis Duval	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3261868	Louis Farges	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3262030	Louis Germain-Martin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3262419	Louis Lacour de La Pijardière	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3262647	Louis Martin-Chauffier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3262846	Louis Passy	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3263525	Louis de Mas Latrie	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3265273	Lucie Favier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3265698	Lucien Romier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3266138	Ludovic Lalanne	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3270624	Léon-Honoré Labande	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3271108	Léon Lacabane	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3271156	Léon Levillain	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3271194	Léon Maître	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3271205	Léon Mirot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3271595	Léonce Lex	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3275671	Madeleine Laurain-Portemer	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3287827	Marc Bompaire	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3288382	Marc Sanson	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3288405	Marc Smith	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3288649	Marcel Baudot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3288956	Marcel Fournier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q3289306	Marcel Poëte	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15556338	René Bargeton	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15689791	Bertrand Jestaz	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15940746	Émile Alglave	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15961765	Eugène Aubry-Vitet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15969998	Germain Lefèvre-Pontalis	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15970875	François Chevalier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15970936	André Vaquier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15973363	Marc Thibout	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15973461	Alexandre Tuetey	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15973616	Jacques Bénet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q15973860	Amédée de Bourmont	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16025631	Paul Dugueyt	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16025779	Alfred Giraud	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16025977	Louis Lefoullon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16038597	Raphaële Mouren	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16222795	Georges Tessier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16222825	Émile Dermenghem	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16260396	René de La Coste-Messelière	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16265637	Françoise Woimant	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16267257	Élisabeth Gautier-Desvaux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16335955	Édouard Clunet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16536534	Catherine Bertho-Lavenir	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16615765	Théophile Dufour	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16679905	Thierry Crépin-Leblond	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16855647	Louis Demaison	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16862516	Jules Viard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16909603	Étienne Fels	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16912274	Jules Flammermont	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q16916470	Charles Tranchant	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q17350079	Charles Baudon de Mony	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q17350591	Olivier Gabet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q17626172	Édouard Le Danois	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q17629021	Georges Tholin	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q17977174	Pierre Thomas-Lacroix	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18115478	Lucien Merlet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18115496	André de Maricourt	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18172345	André Papinot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18391520	Jean Rigault	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18509073	Hippolyte Cocheris	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18578072	Louis Blancard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q18744706	Jules Delpit	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19266265	Maurice Oudot de Dainville	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19543945	Bertrand de Broussillon	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19606616	Françoise Banat-Berger	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19630162	Gabriel de Mun	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19631311	Sophie Jugie	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19952591	Auguste Picard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q19956440	Alfred Leroux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q20011871	Joseph Couraye du Parc	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q20203356	Maxime Auguste-Vitu	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q20556667	Cécile Pozzo di Borgo	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q20851391	Jacques Meurgey de Tupigny	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q20961921	Agnès Marcetteau-Paul	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q21401806	Gilette Ziegler	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q21733379	Melchior de Polignac	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q21937977	Henri Deloncle	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q22812367	Nicolas Karapidakis	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q22939964	Jean Daridan	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q22996017	Jean Ebersolt	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q23446593	Ernest Clerc de Landresse	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q24276091	Roland Delachenal	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q24928733	Dominique Versavel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q24935589	Caroline Giron-Panel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q24937289	René de Maulde-La Clavière	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q25391761	Danielle Jacquart	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q25496816	Paul Klein	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q25712297	Michelle Bubenicek	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q25932222	Eugène Déprez	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q26178941	Auguste Le Sourd	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q26460027	Charles-Éloi Vial	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q26954685	Élie Berger	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q27535600	Suzanne d'Huart	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q27661799	Michel Durrmeyer	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q27834811	Cédric Giraud	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28034989	Denise Hillard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28166085	Nicole Felkay	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28543803	François Ploton-Nicollet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28548090	Christophe Gauthier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28552605	Adolphe Edmond Dieudonné	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28587084	André Lesort	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28653124	Jean Virey	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28654089	Marius Barroux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28657174	Eugène-Humbert Guitard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28728353	François Burckard	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28732963	Charles Oursel	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28739903	Georges Espinas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28772035	Patrick Arabeyre	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28777003	Frédéric Duval	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28803059	Vincent Haegele	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28822713	Paul Le Cacheux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28837187	Bernard de Mandrot	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28845571	Pierre Daudet	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28845813	Félix Aubert	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28845992	Henri Courteault	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28846011	Henri de Manneville	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28846106	Frédéric Soehnée	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28848574	Henri Lemaître	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28849174	Camille Couderc	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28856691	Dominique de Courcelles	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28920302	Joseph de Laborde	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28920319	Eugène Lelong	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28942570	Joseph Vaësen	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q28943644	Guy-Michel Leproux	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q29515305	Henri Moranvillé	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q29896507	Noël Thiollier	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q30002221	Laurent Vissière	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q30058691	Colette Meuvret	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q30062526	Marie-Lise Tsagouria	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q30246089	Hélène Frémont	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q30332130	Jean de La Monneraye	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q33178442	François Souchal	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q33695383	Pierre Boyer	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
wd:Q33825322	André Delmas	wdt:P69	wd:Q273570	Scolarité	Ecole Nationale des Chartes
